,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2060,2060,28174625,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.97931,23.73597,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$123.00,1,1125,1,5,1125,1125,3.7,1125.0,13,42,72,347,20,4,0,4.45,4.55,4.55,4.6,4.6,4.7,4.4,1076514,24,24,0,0,0.33
2061,2061,28177624,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.98081,23.73724,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$138.00,1,1125,1,5,1125,1125,3.6,1125.0,17,47,77,352,21,3,0,4.86,4.9,4.86,4.9,4.9,4.9,4.76,1076514,24,24,0,0,0.35
2193,2193,29360967,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.98077,23.73607,Entire rental unit,Entire home/apt,7,2.5,2.0,4.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Lockbox"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$150.00,1,1125,1,5,1125,1125,3.6,1125.0,20,46,76,351,35,0,0,4.63,4.74,4.66,4.51,4.66,4.91,4.63,1076514,24,24,0,0,0.48
2236,2236,29798791,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.98501,23.72379,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Elevator"", ""Heating"", ""First aid kit"", ""Cooking basics"", ""Wifi""]",$30.00,1,1125,1,1,1125,1125,1.0,1125.0,26,56,86,361,10,2,0,3.9,4.1,4.5,3.8,4.0,2.5,3.7,00000979865,40,40,0,0,0.14
2279,2279,30314683,2024-12-26,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']","Athens, Greece",37.9762,23.73097,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Electric stove"", ""Hangers"", ""High chair"", ""Crib"", ""Hot water"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Wifi""]",$68.00,1,1125,1,5,1125,1125,3.7,1125.0,27,57,87,362,31,8,0,4.58,4.77,4.9,4.58,4.52,4.77,4.45,1092391,24,24,0,0,0.42
2280,2280,30314696,2024-12-26,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']","Athens, Greece",37.97764,23.73063,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Dishes and silverware"", ""Washer"", ""Exterior security cameras on property"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Oven"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Dining table"", ""Kitchen"", ""Elevator"", ""TV with standard cable"", ""Wifi""]",$205.00,1,1125,2,6,1125,1125,5.1,1125.0,19,49,79,349,108,22,1,4.8,4.83,4.88,4.75,4.81,4.98,4.81,1092391,24,24,0,0,1.49
2281,2281,30314700,2024-12-26,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']","Athens, Greece",37.97818,23.73127,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$92.00,1,1125,1,5,1125,1125,3.7,1125.0,28,58,88,363,18,4,0,4.61,4.89,4.78,4.61,4.67,4.89,4.61,1092391,24,24,0,0,0.29
2282,2282,30314705,2024-12-26,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']","Athens, Greece",37.97647,23.73282,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Wifi""]",$112.00,1,1125,1,5,1125,1125,3.7,1125.0,25,55,85,360,92,17,1,4.53,4.6,4.74,4.43,4.58,4.85,4.52,1092391,24,24,0,0,1.26
2283,2283,30314708,2024-12-26,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.9769,23.73247,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$96.00,1,1125,1,5,1125,1125,3.7,1125.0,23,53,83,358,19,3,0,4.58,4.63,4.79,4.42,4.58,4.84,4.58,1092391,24,24,0,0,0.26
2456,2456,31847180,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.00818,23.7281,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Hangers"", ""Oven"", ""Stove"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",$45.00,5,1125,5,5,1125,1125,5.0,1125.0,18,48,78,353,16,0,0,4.63,4.69,4.63,4.56,4.69,4.5,4.69,00001300197,44,19,25,0,0.24
2474,2474,31514998,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,37.99564,23.72567,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Heating"", ""Essentials"", ""Hot water"", ""Elevator"", ""TV with standard cable"", ""First aid kit"", ""Cooking basics"", ""Wifi""]",$44.00,1,1125,1,1,1125,1125,1.0,1125.0,29,59,89,364,4,4,0,3.5,3.25,4.25,3.5,3.5,2.75,3.0,00000978635,40,40,0,0,0.4
2581,2581,32301151,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']","Athina, Greece",38.0088,23.72583,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Oven"", ""Dedicated workspace"", ""Wifi"", ""Coffee maker""]",$52.00,5,50,5,5,50,50,5.0,50.0,29,59,89,179,8,0,0,4.63,4.63,4.63,4.88,4.5,4.63,4.63,1300277,44,19,25,0,0.13
2660,2660,33223592,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.0125,23.72706,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Private living room"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Stove"", ""Microwave"", ""Air conditioning"", ""Iron"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$26.00,6,1125,6,6,1125,1125,6.0,1125.0,30,60,90,365,11,2,0,4.55,4.55,4.45,4.82,4.64,4.73,4.64,00002390189,44,19,25,0,0.16
2661,2661,33224318,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']","Athina, Greece",38.01297,23.72672,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Private living room"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",$29.00,5,1125,5,5,1125,1125,5.0,1125.0,0,0,20,200,16,2,0,4.63,4.63,4.31,4.75,4.75,4.75,4.56,00002390030,44,19,25,0,0.25
2728,2728,33453204,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.0117,23.73205,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Host greets you"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Elevator"", ""Heating"", ""Cooking basics"", ""Wifi""]",$40.00,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,4,0,0,4.5,4.75,5.0,4.25,4.5,4.25,5.0,00001006255,40,40,0,0,0.06
2735,2735,33730768,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.98208,23.71828,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Kitchen"", ""Elevator"", ""Wifi""]",$76.00,1,1125,1,4,1125,1125,3.4,1125.0,24,49,73,348,58,2,0,4.66,4.78,4.71,4.64,4.81,4.47,4.67,1123921,24,24,0,0,0.85
2736,2736,33730770,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.98395,23.71798,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Free street parking"", ""Kitchen"", ""Elevator"", ""Wifi""]",$75.00,1,1125,1,4,1125,1125,3.4,1125.0,26,56,86,361,86,7,0,4.74,4.86,4.83,4.62,4.73,4.45,4.84,1123921,24,24,0,0,1.26
2794,2794,33954358,2024-12-25,city scrape,189967864,within an hour,98%,98%,f,64,66,"['email', 'phone']",,38.0001,23.72458,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,"[""Air conditioning"", ""Kitchen"", ""Iron"", ""Washer"", ""Hangers"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hot water"", ""Elevator"", ""Heating"", ""First aid kit"", ""Cooking basics"", ""Wifi""]",$30.00,1,1125,2,2,1125,1125,2.0,1125.0,30,60,90,365,15,0,0,4.33,4.47,4.33,4.2,4.2,4.13,4.13,00000983281,40,40,0,0,0.22
2891,2891,34732780,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,38.01422,23.72672,Private room in rental unit,Private room,1,2.0,1.0,1.0,"[""Private living room"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""TV"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Elevator"", ""Heating"", ""Wifi""]",$32.00,5,1125,5,5,1125,1125,5.0,1125.0,26,56,86,361,12,0,0,4.0,4.5,4.25,4.83,4.33,4.5,4.17,00001299726,44,19,25,0,0.18
2892,2892,34733051,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']",,37.98548,23.76186,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Private living room"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",$34.00,5,1125,5,5,1125,1125,5.0,1125.0,0,22,52,327,17,6,0,4.76,4.35,4.29,4.53,4.53,4.63,4.53,00002389750,44,19,25,0,0.25
2906,2906,34783971,2024-12-25,city scrape,187720552,within an hour,97%,84%,f,46,68,"['email', 'phone']","Athina, Greece",37.98601,23.76207,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Washer"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Cooking basics"", ""Hangers"", ""Hot water"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",$45.00,15,1125,15,15,1125,1125,15.0,1125.0,23,53,83,173,14,0,0,4.79,5.0,4.57,4.86,4.93,5.0,4.71,00002389766,44,19,25,0,0.21
3074,3074,35890347,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.98232,23.71924,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Luggage dropoff allowed"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Hot water kettle"", ""Free street parking"", ""Kitchen"", ""Elevator"", ""Wifi""]",$78.00,1,1125,1,4,1125,1125,3.4,1125.0,24,54,78,353,39,5,0,4.77,4.92,4.82,4.62,4.74,4.72,4.74,1123921,24,24,0,0,0.59
3075,3075,35890350,2024-12-25,city scrape,129000409,within an hour,99%,99%,f,252,284,"['email', 'phone']",,37.9841,23.71977,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,"[""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""High chair"", ""Crib"", ""Hot water"", ""Stove"", ""Smart lock"", ""Microwave"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Elevator"", ""Wifi""]",$71.00,1,1125,1,4,1125,1125,3.4,1125.0,22,52,82,357,66,4,0,4.8,4.79,4.79,4.59,4.71,4.44,4.74,1123921,24,24,0,0,1.0
